Fast Name,Charged Name,Fast Type,Fast Power,Fast Energy,Fast Power Per Energy,Charged Type,Charged Power,Charged Energy,Charged Power Per Energy,Charged Rate
Magical Leaf,Flame Burst,Grass,10,10,1.0,Fire,70,-55,-1.2727272727272727,6.0
Steel Wing,Doom Desire,Steel,7,7,1.0,Steel,75,-40,-1.875,6.0
Metal Claw,Muddy Water,Steel,5,6,0.8333333333333334,Water,35,-35,-1.0,6.0
Iron Tail,Glaciate,Steel,10,7,1.4285714285714286,Ice,60,-40,-1.5,6.0
Hidden Power,Rock Slide,Normal,9,8,1.125,Rock,75,-45,-1.6666666666666667,6.0
Karate Chop,Bleakwind Storm,Fighting,5,8,0.625,Flying,60,-45,-1.3333333333333333,6.0
Magical Leaf,Signal Beam,Grass,10,10,1.0,Bug,75,-55,-1.3636363636363635,6.0
Psycho Cut,Iron Head,Psychic,3,9,0.3333333333333333,Steel,70,-50,-1.4,6.0
Infestation,Dazzling Gleam,Bug,6,12,0.5,Fairy,110,-70,-1.5714285714285714,6.0
Metal Sound,Fly,Steel,3,8,0.375,Flying,80,-45,-1.7777777777777777,6.0
Powder Snow,Ancient Power,Ice,5,8,0.625,Rock,60,-45,-1.3333333333333333,6.0
Metal Claw,Power Up Punch,Steel,5,6,0.8333333333333334,Fighting,20,-35,-0.5714285714285714,6.0
Vine Whip,Acid Spray,Grass,5,8,0.625,Poison,20,-45,-0.4444444444444444,6.0
Steel Wing,Surf,Steel,7,7,1.0,Water,65,-40,-1.625,6.0
Vine Whip,Mystical Fire,Grass,5,8,0.625,Fire,60,-45,-1.3333333333333333,6.0
Snarl,Aeroblast Plus,Dark,5,13,0.38461538461538464,Flying,170,-75,-2.2666666666666666,6.0
Fire Spin,Bug Buzz,Fire,10,10,1.0,Bug,100,-60,-1.6666666666666667,6.0
Steel Wing,Vice Grip,Steel,7,7,1.0,Normal,40,-40,-1.0,6.0
Magical Leaf,Bulldoze,Grass,10,10,1.0,Ground,80,-60,-1.3333333333333333,6.0
Volt Switch,Shadow Force,Electric,12,16,0.75,Ghost,120,-90,-1.3333333333333333,6.0
Air Slash,Feather Dance,Flying,9,9,1.0,Flying,35,-50,-0.7,6.0
Powder Snow,Foul Play,Ice,5,8,0.625,Dark,70,-45,-1.5555555555555556,6.0
Fire Spin,Stone Edge,Fire,10,10,1.0,Rock,100,-55,-1.8181818181818181,6.0
Fire Spin,High Jump Kick,Fire,10,10,1.0,Fighting,110,-55,-2.0,6.0
Metal Sound,Discharge,Steel,3,8,0.375,Electric,65,-45,-1.4444444444444444,6.0
Metal Sound,Magnet Bomb,Steel,3,8,0.375,Steel,70,-45,-1.5555555555555556,6.0
Fire Spin,Psybeam,Fire,10,10,1.0,Psychic,70,-60,-1.1666666666666667,6.0
Hidden Power,Ominous Wind,Normal,9,8,1.125,Ghost,45,-45,-1.0,6.0
Fire Spin,Flamethrower,Fire,10,10,1.0,Fire,90,-55,-1.6363636363636365,6.0
Steel Wing,Sand Tomb,Steel,7,7,1.0,Ground,25,-40,-0.625,6.0
Metal Claw,Psychic Fangs,Steel,5,6,0.8333333333333334,Psychic,40,-35,-1.1428571428571428,6.0
Iron Tail,Low Sweep,Steel,10,7,1.4285714285714286,Fighting,40,-40,-1.0,6.0
Iron Tail,Bubble Beam,Steel,10,7,1.4285714285714286,Water,25,-40,-0.625,6.0
Iron Tail,Poison Fang,Steel,10,7,1.4285714285714286,Poison,45,-40,-1.125,6.0
Fire Spin,Flame Wheel,Fire,10,10,1.0,Fire,60,-55,-1.0909090909090908,6.0
Waterfall,Acid Spray,Water,12,8,1.5,Poison,20,-45,-0.4444444444444444,6.0
Steel Wing,Rock Blast,Steel,7,7,1.0,Rock,50,-40,-1.25,6.0
Iron Tail,Aerial Ace,Steel,10,7,1.4285714285714286,Flying,55,-40,-1.375,6.0
Iron Tail,Drill Peck,Steel,10,7,1.4285714285714286,Flying,65,-40,-1.625,6.0
Iron Tail,Heart Stamp,Steel,10,7,1.4285714285714286,Psychic,40,-40,-1.0,6.0
Yawn,Flash Cannon,Normal,0,12,0.0,Steel,110,-70,-1.5714285714285714,6.0
Metal Sound,Shadow Sneak,Steel,3,8,0.375,Ghost,50,-45,-1.1111111111111112,6.0
Fire Spin,Darkest Lariat,Fire,10,10,1.0,Dark,120,-60,-2.0,6.0
Metal Claw,Weather Ball Normal,Steel,5,6,0.8333333333333334,Normal,55,-35,-1.5714285714285714,6.0
Magical Leaf,Parabolic Charge,Grass,10,10,1.0,Electric,65,-55,-1.1818181818181819,6.0
Air Slash,Tri Attack,Flying,9,9,1.0,Normal,65,-50,-1.3,6.0
Psycho Cut,Dig,Psychic,3,9,0.3333333333333333,Ground,80,-50,-1.6,6.0
Fire Spin,Ice Beam,Fire,10,10,1.0,Ice,90,-55,-1.6363636363636365,6.0
Vine Whip,Frenzy Plant,Grass,5,8,0.625,Grass,100,-45,-2.2222222222222223,6.0
Leafage,Swift,Grass,6,7,0.8571428571428571,Normal,55,-40,-1.375,6.0
Karate Chop,Liquidation,Fighting,5,8,0.625,Water,70,-45,-1.5555555555555556,6.0
Iron Tail,Spirit Shackle,Steel,10,7,1.4285714285714286,Ghost,50,-40,-1.25,6.0
Powder Snow,Discharge,Ice,5,8,0.625,Electric,65,-45,-1.4444444444444444,6.0
Mud Shot,Dark Pulse,Ground,3,9,0.3333333333333333,Dark,80,-50,-1.6,6.0
Psycho Cut,Dark Pulse,Psychic,3,9,0.3333333333333333,Dark,80,-50,-1.6,6.0
Vine Whip,Sandsear Storm,Grass,5,8,0.625,Ground,60,-45,-1.3333333333333333,6.0
Mud Shot,Dig,Ground,3,9,0.3333333333333333,Ground,80,-50,-1.6,6.0
Vine Whip,Bleakwind Storm,Grass,5,8,0.625,Flying,60,-45,-1.3333333333333333,6.0
Leafage,Stomp,Grass,6,7,0.8571428571428571,Normal,55,-40,-1.375,6.0
Infestation,Sludge Wave,Bug,6,12,0.5,Poison,110,-65,-1.6923076923076923,6.0
Karate Chop,Mystical Fire,Fighting,5,8,0.625,Fire,60,-45,-1.3333333333333333,6.0
Infestation,Draco Meteor,Bug,6,12,0.5,Dragon,150,-65,-2.3076923076923075,6.0
Vine Whip,Wildbolt Storm,Grass,5,8,0.625,Electric,60,-45,-1.3333333333333333,6.0
Snarl,Aeroblast Plus Plus,Dark,5,13,0.38461538461538464,Flying,170,-75,-2.2666666666666666,6.0
Metal Claw,Razor Shell,Steel,5,6,0.8333333333333334,Water,35,-35,-1.0,6.0
Magical Leaf,Techno Blast Chill,Grass,10,10,1.0,Ice,120,-55,-2.1818181818181817,6.0
Karate Chop,Wildbolt Storm,Fighting,5,8,0.625,Electric,60,-45,-1.3333333333333333,6.0
Leafage,Ice Punch,Grass,6,7,0.8571428571428571,Ice,55,-40,-1.375,6.0
Air Slash,Spacial Rend,Flying,9,9,1.0,Dragon,95,-50,-1.9,6.0
Metal Claw,Weather Ball Fire,Steel,5,6,0.8333333333333334,Fire,55,-35,-1.5714285714285714,6.0
Psycho Cut,Dynamic Punch,Psychic,3,9,0.3333333333333333,Fighting,90,-50,-1.8,6.0
Leafage,Heart Stamp,Grass,6,7,0.8571428571428571,Psychic,40,-40,-1.0,6.0
Powder Snow,Seed Bomb,Ice,5,8,0.625,Grass,65,-45,-1.4444444444444444,6.0
Hidden Power,Seed Bomb,Normal,9,8,1.125,Grass,65,-45,-1.4444444444444444,6.0
Leafage,Fire Punch,Grass,6,7,0.8571428571428571,Fire,55,-40,-1.375,6.0
Air Slash,Trailblaze,Flying,9,9,1.0,Grass,65,-50,-1.3,6.0
Hidden Power,Psyshock,Normal,9,8,1.125,Psychic,70,-45,-1.5555555555555556,6.0
Steel Wing,Heart Stamp,Steel,7,7,1.0,Psychic,40,-40,-1.0,6.0
Fire Spin,Mist Ball,Fire,10,10,1.0,Psychic,120,-60,-2.0,6.0
Karate Chop,Sandsear Storm,Fighting,5,8,0.625,Ground,60,-45,-1.3333333333333333,6.0
Snarl,Seed Flare,Dark,5,13,0.38461538461538464,Grass,130,-75,-1.7333333333333334,6.0
Hidden Power,Ancient Power,Normal,9,8,1.125,Rock,60,-45,-1.3333333333333333,6.0
Metal Claw,Weather Ball Ice,Steel,5,6,0.8333333333333334,Ice,55,-35,-1.5714285714285714,6.0
Metal Claw,Weather Ball Rock,Steel,5,6,0.8333333333333334,Rock,55,-35,-1.5714285714285714,6.0
Powder Snow,Aqua Jet,Ice,5,8,0.625,Water,45,-45,-1.0,6.0
Magical Leaf,High Horsepower,Grass,10,10,1.0,Ground,100,-60,-1.6666666666666667,6.0
Magical Leaf,Air Cutter,Grass,10,10,1.0,Flying,60,-55,-1.0909090909090908,6.0
Air Slash,Oblivion Wing,Flying,9,9,1.0,Flying,85,-50,-1.7,6.0
Metal Claw,Cross Chop,Steel,5,6,0.8333333333333334,Fighting,55,-35,-1.5714285714285714,6.0
Psycho Cut,Hyper Fang,Psychic,3,9,0.3333333333333333,Normal,80,-50,-1.6,6.0
Metal Claw,Weather Ball Water,Steel,5,6,0.8333333333333334,Water,55,-35,-1.5714285714285714,6.0
Present,Sludge Wave,Normal,3,12,0.25,Poison,110,-65,-1.6923076923076923,6.0
Fire Spin,Meteor Beam,Fire,10,10,1.0,Rock,120,-60,-2.0,6.0
Psycho Cut,Power Whip,Psychic,3,9,0.3333333333333333,Grass,90,-50,-1.8,6.0
Fire Spin,Power Gem,Fire,10,10,1.0,Rock,80,-60,-1.3333333333333333,6.0
Air Slash,Natures Madness,Flying,9,9,1.0,Fairy,80,-50,-1.6,6.0
Magical Leaf,Water Pulse,Grass,10,10,1.0,Water,80,-55,-1.4545454545454546,6.0
Steel Wing,Drill Peck,Steel,7,7,1.0,Flying,65,-40,-1.625,6.0
Waterfall,Frenzy Plant,Water,12,8,1.5,Grass,100,-45,-2.2222222222222223,6.0
Air Slash,Scorching Sands,Flying,9,9,1.0,Ground,80,-50,-1.6,6.0
Steel Wing,Ice Punch,Steel,7,7,1.0,Ice,55,-40,-1.375,6.0
Fire Spin,Shadow Ball,Fire,10,10,1.0,Ghost,100,-55,-1.8181818181818181,6.0
Iron Tail,X Scissor,Steel,10,7,1.4285714285714286,Bug,65,-40,-1.625,6.0
Present,Dazzling Gleam,Normal,3,12,0.25,Fairy,110,-70,-1.5714285714285714,6.0
Psycho Cut,Sky Attack,Psychic,3,9,0.3333333333333333,Flying,75,-50,-1.5,6.0
Leafage,Vice Grip,Grass,6,7,0.8571428571428571,Normal,40,-40,-1.0,6.0
Psycho Cut,Sludge Bomb,Psychic,3,9,0.3333333333333333,Poison,80,-50,-1.6,6.0
Iron Tail,Obstruct,Steel,10,7,1.4285714285714286,Dark,15,-40,-0.375,6.0
Steel Wing,Aerial Ace,Steel,7,7,1.0,Flying,55,-40,-1.375,6.0
Metal Sound,Psystrike,Steel,3,8,0.375,Psychic,90,-45,-2.0,6.0
Vine Whip,Lunge,Grass,5,8,0.625,Bug,60,-45,-1.3333333333333333,6.0
Magical Leaf,Meteor Beam,Grass,10,10,1.0,Rock,120,-60,-2.0,6.0
Psycho Cut,Heavy Slam,Psychic,3,9,0.3333333333333333,Steel,70,-50,-1.4,6.0
Psycho Cut,Grass Knot,Psychic,3,9,0.3333333333333333,Grass,90,-50,-1.8,6.0
Leafage,Sludge,Grass,6,7,0.8571428571428571,Poison,50,-40,-1.25,6.0
Ember,Dragon Claw,Fire,7,6,1.1666666666666667,Dragon,50,-35,-1.4285714285714286,6.0
Hidden Power,Magnet Bomb,Normal,9,8,1.125,Steel,70,-45,-1.5555555555555556,6.0
Fire Spin,Rock Tomb,Fire,10,10,1.0,Rock,70,-60,-1.1666666666666667,6.0
Metal Claw,Fell Stinger,Steel,5,6,0.8333333333333334,Bug,20,-35,-0.5714285714285714,6.0
Vine Whip,Shadow Bone,Grass,5,8,0.625,Ghost,80,-45,-1.7777777777777777,6.0
Magical Leaf,Psychic,Grass,10,10,1.0,Psychic,75,-55,-1.3636363636363635,6.0
Psycho Cut,Flame Charge,Psychic,3,9,0.3333333333333333,Fire,65,-50,-1.3,6.0
Metal Claw,Mirror Shot,Steel,5,6,0.8333333333333334,Steel,35,-35,-1.0,6.0
Psycho Cut,Brine,Psychic,3,9,0.3333333333333333,Water,60,-50,-1.2,6.0
Metal Claw,Psycho Boost,Steel,5,6,0.8333333333333334,Psychic,70,-35,-2.0,6.0
Snarl,Poltergeist,Dark,5,13,0.38461538461538464,Ghost,150,-75,-2.0,6.0
Iron Tail,Mud Bomb,Steel,10,7,1.4285714285714286,Ground,60,-40,-1.5,6.0
Powder Snow,Psyshock,Ice,5,8,0.625,Psychic,70,-45,-1.5555555555555556,6.0
Metal Sound,Drill Run,Steel,3,8,0.375,Ground,80,-45,-1.7777777777777777,6.0
Fire Spin,High Horsepower,Fire,10,10,1.0,Ground,100,-60,-1.6666666666666667,6.0
Psycho Cut,Scald,Psychic,3,9,0.3333333333333333,Water,85,-50,-1.7,6.0
Rock Smash,Wrap Green,Fighting,9,7,1.2857142857142858,Normal,25,-45,-0.5555555555555556,7.0
Dragon Tail,Meteor Beam,Dragon,13,9,1.4444444444444444,Rock,120,-60,-2.0,7.0
Powder Snow,Hyper Fang,Ice,5,8,0.625,Normal,80,-50,-1.6,7.0
Counter,Psystrike,Fighting,8,7,1.1428571428571428,Psychic,90,-45,-2.0,7.0
Charm,Sludge,Fairy,15,6,2.5,Poison,50,-40,-1.25,7.0
Dragon Tail,Play Rough,Dragon,13,9,1.4444444444444444,Fairy,90,-60,-1.5,7.0
Rock Smash,Icy Wind,Fighting,9,7,1.2857142857142858,Ice,60,-45,-1.3333333333333333,7.0
Counter,Twister,Fighting,8,7,1.1428571428571428,Dragon,45,-45,-1.0,7.0
Smack Down,Hyper Fang,Rock,12,8,1.5,Normal,80,-50,-1.6,7.0
Dragon Tail,Moonblast,Dragon,13,9,1.4444444444444444,Fairy,110,-60,-1.8333333333333333,7.0
Feint Attack,Blaze Kick,Dark,6,6,1.0,Fire,60,-40,-1.5,7.0
Metal Sound,Tri Attack,Steel,3,8,0.375,Normal,65,-50,-1.3,7.0
Smack Down,Volt Tackle,Rock,12,8,1.5,Electric,90,-50,-1.8,7.0
Charge Beam,Boomburst,Electric,5,11,0.45454545454545453,Normal,150,-70,-2.142857142857143,7.0
Rock Smash,Psystrike,Fighting,9,7,1.2857142857142858,Psychic,90,-45,-2.0,7.0
Powder Snow,Techno Blast Burn,Ice,5,8,0.625,Fire,120,-55,-2.1818181818181817,7.0
Metal Sound,Leaf Storm,Steel,3,8,0.375,Grass,130,-55,-2.3636363636363638,7.0
Dragon Tail,Psychic,Dragon,13,9,1.4444444444444444,Psychic,75,-55,-1.3636363636363635,7.0
Bubble,Heat Wave,Water,8,11,0.7272727272727273,Fire,95,-75,-1.2666666666666666,7.0
Steel Wing,Close Combat,Steel,7,7,1.0,Fighting,100,-45,-2.2222222222222223,7.0
Charm,Aerial Ace,Fairy,15,6,2.5,Flying,55,-40,-1.375,7.0
Charge Beam,Dragon Ascent,Electric,5,11,0.45454545454545453,Flying,150,-70,-2.142857142857143,7.0
Powder Snow,Aura Sphere,Ice,5,8,0.625,Fighting,100,-55,-1.8181818181818181,7.0
Charm,Ice Punch,Fairy,15,6,2.5,Ice,55,-40,-1.375,7.0
Charm,Drill Peck,Fairy,15,6,2.5,Flying,65,-40,-1.625,7.0
Steel Wing,Wrap Pink,Steel,7,7,1.0,Normal,25,-45,-0.5555555555555556,7.0
Steel Wing,Wrap Green,Steel,7,7,1.0,Normal,25,-45,-0.5555555555555556,7.0
Steel Wing,Psystrike,Steel,7,7,1.0,Psychic,90,-45,-2.0,7.0
Feint Attack,Drain Punch,Dark,6,6,1.0,Fighting,20,-40,-0.5,7.0
Infestation,Fire Blast,Bug,6,12,0.5,Fire,140,-80,-1.75,7.0
Dragon Tail,Flame Burst,Dragon,13,9,1.4444444444444444,Fire,70,-55,-1.2727272727272727,7.0
Steel Wing,Icy Wind,Steel,7,7,1.0,Ice,60,-45,-1.3333333333333333,7.0
Powder Snow,Rock Wrecker,Ice,5,8,0.625,Rock,110,-50,-2.2,7.0
Lock On,Muddy Water,Normal,1,5,0.2,Water,35,-35,-1.0,7.0
Dragon Tail,Water Pulse,Dragon,13,9,1.4444444444444444,Water,80,-55,-1.4545454545454546,7.0
Lock On,Power Up Punch,Normal,1,5,0.2,Fighting,20,-35,-0.5714285714285714,7.0
Charm,Heart Stamp,Fairy,15,6,2.5,Psychic,40,-40,-1.0,7.0
Lock On,Razor Shell,Normal,1,5,0.2,Water,35,-35,-1.0,7.0
Metal Sound,Sky Attack,Steel,3,8,0.375,Flying,75,-50,-1.5,7.0
Smack Down,Meteor Mash,Rock,12,8,1.5,Steel,100,-50,-2.0,7.0
Dragon Tail,Acrobatics,Dragon,13,9,1.4444444444444444,Flying,110,-60,-1.8333333333333333,7.0
Dragon Tail,Luster Purge,Dragon,13,9,1.4444444444444444,Psychic,120,-60,-2.0,7.0
Dragon Tail,Mist Ball,Dragon,13,9,1.4444444444444444,Psychic,120,-60,-2.0,7.0
Infestation,Gunk Shot,Bug,6,12,0.5,Poison,130,-75,-1.7333333333333334,7.0
Bubble,Blizzard,Water,8,11,0.7272727272727273,Ice,140,-75,-1.8666666666666667,7.0
Counter,Ominous Wind,Fighting,8,7,1.1428571428571428,Ghost,45,-45,-1.0,7.0
Charm,Vice Grip,Fairy,15,6,2.5,Normal,40,-40,-1.0,7.0
Charm,Low Sweep,Fairy,15,6,2.5,Fighting,40,-40,-1.0,7.0
Powder Snow,Synchronoise,Ice,5,8,0.625,Psychic,80,-50,-1.6,7.0
Charm,Bubble Beam,Fairy,15,6,2.5,Water,25,-40,-0.625,7.0
Dragon Tail,Air Cutter,Dragon,13,9,1.4444444444444444,Flying,60,-55,-1.0909090909090908,7.0
Dragon Tail,Bulldoze,Dragon,13,9,1.4444444444444444,Ground,80,-60,-1.3333333333333333,7.0
Dragon Tail,Signal Beam,Dragon,13,9,1.4444444444444444,Bug,75,-55,-1.3636363636363635,7.0
Dragon Tail,High Horsepower,Dragon,13,9,1.4444444444444444,Ground,100,-60,-1.6666666666666667,7.0
Smack Down,High Jump Kick,Rock,12,8,1.5,Fighting,110,-55,-2.0,7.0
Counter,Magnet Bomb,Fighting,8,7,1.1428571428571428,Steel,70,-45,-1.5555555555555556,7.0
Feint Attack,Super Power,Dark,6,6,1.0,Fighting,85,-40,-2.125,7.0
Feint Attack,Leaf Tornado,Dark,6,6,1.0,Grass,45,-40,-1.125,7.0
Steel Wing,Avalanche,Steel,7,7,1.0,Ice,90,-45,-2.0,7.0
Metal Sound,Shadow Ball,Steel,3,8,0.375,Ghost,100,-55,-1.8181818181818181,7.0
Steel Wing,Wild Charge,Steel,7,7,1.0,Electric,100,-45,-2.2222222222222223,7.0
Infestation,Hydro Pump,Bug,6,12,0.5,Water,130,-75,-1.7333333333333334,7.0
Counter,Disarming Voice,Fighting,8,7,1.1428571428571428,Fairy,70,-45,-1.5555555555555556,7.0
Powder Snow,Techno Blast Normal,Ice,5,8,0.625,Normal,120,-55,-2.1818181818181817,7.0
Charm,Poison Fang,Fairy,15,6,2.5,Poison,45,-40,-1.125,7.0
Lock On,Weather Ball Rock,Normal,1,5,0.2,Rock,55,-35,-1.5714285714285714,7.0
Counter,Shadow Sneak,Fighting,8,7,1.1428571428571428,Ghost,50,-45,-1.1111111111111112,7.0
Charm,Blaze Kick,Fairy,15,6,2.5,Fire,60,-40,-1.5,7.0
Dragon Tail,Overheat,Dragon,13,9,1.4444444444444444,Fire,130,-55,-2.3636363636363638,7.0
Volt Switch,Struggle,Electric,12,16,0.75,Normal,35,-100,-0.35,7.0
Dragon Tail,Energy Ball,Dragon,13,9,1.4444444444444444,Grass,90,-55,-1.6363636363636365,7.0
Powder Snow,Meteor Mash,Ice,5,8,0.625,Steel,100,-50,-2.0,7.0
Rock Smash,Triple Axel,Fighting,9,7,1.2857142857142858,Ice,60,-45,-1.3333333333333333,7.0
Dragon Tail,Mirror Coat,Dragon,13,9,1.4444444444444444,Psychic,60,-55,-1.0909090909090908,7.0
Metal Sound,Flame Wheel,Steel,3,8,0.375,Fire,60,-55,-1.0909090909090908,7.0
Metal Sound,Megahorn,Steel,3,8,0.375,Bug,110,-55,-2.0,7.0
Dragon Tail,Outrage,Dragon,13,9,1.4444444444444444,Dragon,110,-60,-1.8333333333333333,7.0
Powder Snow,Energy Ball,Ice,5,8,0.625,Grass,90,-55,-1.6363636363636365,7.0
Poison Sting,Meteor Beam,Poison,3,9,0.3333333333333333,Rock,120,-60,-2.0,7.0
Powder Snow,Mirror Coat,Ice,5,8,0.625,Psychic,60,-55,-1.0909090909090908,7.0
Charm,Flying Press,Fairy,15,6,2.5,Fighting,90,-40,-2.25,7.0
Charm,V Create,Fairy,15,6,2.5,Fire,95,-40,-2.375,7.0
Struggle Bug,Power Whip,Bug,9,8,1.125,Grass,90,-50,-1.8,7.0
Metal Sound,Grass Knot,Steel,3,8,0.375,Grass,90,-50,-1.8,7.0
Poison Sting,High Horsepower,Poison,3,9,0.3333333333333333,Ground,100,-60,-1.6666666666666667,7.0
Rock Smash,Bleakwind Storm,Fighting,9,7,1.2857142857142858,Flying,60,-45,-1.3333333333333333,7.0
Charm,Drain Punch,Fairy,15,6,2.5,Fighting,20,-40,-0.5,7.0
Charm,Hydro Cannon,Fairy,15,6,2.5,Water,80,-40,-2.0,7.0
Steel Wing,Drill Run,Steel,7,7,1.0,Ground,80,-45,-1.7777777777777777,7.0
Struggle Bug,Psychic,Bug,9,8,1.125,Psychic,75,-55,-1.3636363636363635,7.0
Counter,Wrap,Fighting,8,7,1.1428571428571428,Normal,60,-45,-1.3333333333333333,7.0
Metal Sound,Mega Drain,Steel,3,8,0.375,Grass,25,-55,-0.45454545454545453,7.0
Infestation,Zap Cannon,Bug,6,12,0.5,Electric,150,-80,-1.875,7.0
Feint Attack,Icicle Spear,Dark,6,6,1.0,Ice,65,-40,-1.625,7.0
Dragon Tail,Night Shade,Dragon,13,9,1.4444444444444444,Ghost,60,-55,-1.0909090909090908,7.0
Metal Sound,Dark Pulse,Steel,3,8,0.375,Dark,80,-50,-1.6,7.0
Dragon Tail,Gyro Ball,Dragon,13,9,1.4444444444444444,Steel,80,-60,-1.3333333333333333,7.0
Steel Wing,Discharge,Steel,7,7,1.0,Electric,65,-45,-1.4444444444444444,7.0
Rock Smash,Shadow Bone,Fighting,9,7,1.2857142857142858,Ghost,80,-45,-1.7777777777777777,7.0
Rock Smash,Wildbolt Storm,Fighting,9,7,1.2857142857142858,Electric,60,-45,-1.3333333333333333,7.0
Charm,Super Power,Fairy,15,6,2.5,Fighting,85,-40,-2.125,7.0
Rock Smash,Sandsear Storm,Fighting,9,7,1.2857142857142858,Ground,60,-45,-1.3333333333333333,7.0
Powder Snow,Grass Knot,Ice,5,8,0.625,Grass,90,-50,-1.8,7.0
Charm,Leaf Tornado,Fairy,15,6,2.5,Grass,45,-40,-1.125,7.0
Metal Sound,Energy Ball,Steel,3,8,0.375,Grass,90,-55,-1.6363636363636365,7.0
Infestation,Focus Blast,Bug,6,12,0.5,Fighting,150,-75,-2.0,7.0
Rock Smash,Liquidation,Fighting,9,7,1.2857142857142858,Water,70,-45,-1.5555555555555556,7.0
Rock Smash,Mystical Fire,Fighting,9,7,1.2857142857142858,Fire,60,-45,-1.3333333333333333,7.0
Metal Sound,Ice Beam,Steel,3,8,0.375,Ice,90,-55,-1.6363636363636365,7.0
Dragon Tail,Origin Pulse,Dragon,13,9,1.4444444444444444,Water,130,-60,-2.1666666666666665,7.0
Dragon Tail,Precipice Blades,Dragon,13,9,1.4444444444444444,Ground,130,-60,-2.1666666666666665,7.0
Smack Down,Power Whip,Rock,12,8,1.5,Grass,90,-50,-1.8,7.0
Charm,Glaciate,Fairy,15,6,2.5,Ice,60,-40,-1.5,7.0
Smack Down,Blast Burn,Rock,12,8,1.5,Fire,110,-50,-2.2,7.0
Metal Sound,Dig,Steel,3,8,0.375,Ground,80,-50,-1.6,7.0
Charm,Obstruct,Fairy,15,6,2.5,Dark,15,-40,-0.375,7.0
Infestation,Skull Bash,Bug,6,12,0.5,Normal,130,-75,-1.7333333333333334,7.0
Dragon Tail,Last Resort,Dragon,13,9,1.4444444444444444,Normal,90,-55,-1.6363636363636365,7.0
Metal Sound,Stone Edge,Steel,3,8,0.375,Rock,100,-55,-1.8181818181818181,7.0
Feint Attack,Glaciate,Dark,6,6,1.0,Ice,60,-40,-1.5,7.0
Feint Attack,Magma Storm,Dark,6,6,1.0,Fire,65,-40,-1.625,7.0
Metal Sound,Mirror Coat,Steel,3,8,0.375,Psychic,60,-55,-1.0909090909090908,7.0
Poison Sting,Leaf Storm,Poison,3,9,0.3333333333333333,Grass,130,-55,-2.3636363636363638,7.0
Charm,Magma Storm,Fairy,15,6,2.5,Fire,65,-40,-1.625,7.0
Smack Down,Energy Ball,Rock,12,8,1.5,Grass,90,-55,-1.6363636363636365,7.0
Feint Attack,Obstruct,Dark,6,6,1.0,Dark,15,-40,-0.375,7.0
Feint Attack,Spirit Shackle,Dark,6,6,1.0,Ghost,50,-40,-1.25,7.0
Rock Smash,Fly,Fighting,9,7,1.2857142857142858,Flying,80,-45,-1.7777777777777777,7.0
Poison Sting,Mist Ball,Poison,3,9,0.3333333333333333,Psychic,120,-60,-2.0,7.0
Powder Snow,Last Resort,Ice,5,8,0.625,Normal,90,-55,-1.6363636363636365,7.0
Poison Sting,Luster Purge,Poison,3,9,0.3333333333333333,Psychic,120,-60,-2.0,7.0
Poison Sting,Acrobatics,Poison,3,9,0.3333333333333333,Flying,110,-60,-1.8333333333333333,7.0
Rock Smash,Fusion Flare,Fighting,9,7,1.2857142857142858,Fire,90,-45,-2.0,7.0
Struggle Bug,Air Cutter,Bug,9,8,1.125,Flying,60,-55,-1.0909090909090908,7.0
Rock Smash,Fusion Bolt,Fighting,9,7,1.2857142857142858,Electric,90,-45,-2.0,7.0
Smack Down,Grass Knot,Rock,12,8,1.5,Grass,90,-50,-1.8,7.0
Lock On,Cross Poison,Normal,1,5,0.2,Poison,50,-35,-1.4285714285714286,7.0
Powder Snow,Blast Burn,Ice,5,8,0.625,Fire,110,-50,-2.2,7.0
Steel Wing,Wrap,Steel,7,7,1.0,Normal,60,-45,-1.3333333333333333,7.0
Charm,Icicle Spear,Fairy,15,6,2.5,Ice,65,-40,-1.625,7.0
Charm,Spirit Shackle,Fairy,15,6,2.5,Ghost,50,-40,-1.25,7.0
Dragon Tail,Earth Power,Dragon,13,9,1.4444444444444444,Ground,90,-55,-1.6363636363636365,7.0
Smack Down,Air Cutter,Rock,12,8,1.5,Flying,60,-55,-1.0909090909090908,7.0
Metal Sound,Flamethrower,Steel,3,8,0.375,Fire,90,-55,-1.6363636363636365,7.0
Charm,Brutal Swing,Fairy,15,6,2.5,Dark,65,-40,-1.625,7.0
Feint Attack,Brutal Swing,Dark,6,6,1.0,Dark,65,-40,-1.625,7.0
Rock Smash,Wrap Pink,Fighting,9,7,1.2857142857142858,Normal,25,-45,-0.5555555555555556,7.0
Feint Attack,V Create,Dark,6,6,1.0,Fire,95,-40,-2.375,7.0
Metal Sound,Overheat,Steel,3,8,0.375,Fire,130,-55,-2.3636363636363638,7.0
Lock On,Cross Chop,Normal,1,5,0.2,Fighting,55,-35,-1.5714285714285714,7.0
Charm,Fire Punch,Fairy,15,6,2.5,Fire,55,-40,-1.375,7.0
Infestation,Solar Beam,Bug,6,12,0.5,Grass,150,-80,-1.875,7.0
Charm,Brick Break,Fairy,15,6,2.5,Fighting,40,-40,-1.0,7.0
Feint Attack,Flying Press,Dark,6,6,1.0,Fighting,90,-40,-2.25,7.0
Charm,Swift,Fairy,15,6,2.5,Normal,55,-40,-1.375,7.0
