Fast Name,Charged Name,Fast Type,Fast Power,Fast Energy,Fast Power Per Energy,Charged Type,Charged Power,Charged Energy,Charged Power Per Energy,Charged Rate
Metal Claw,Weather Ball Water,Steel,8,7,1.1428571428571428,Water,55,-33,-1.6666666666666667,5.0
Air Slash,Psystrike,Flying,14,10,1.4,Psychic,90,-50,-1.8,5.0
Air Slash,Psychic,Flying,14,10,1.4,Psychic,90,-50,-1.8,5.0
Air Slash,Scald,Flying,14,10,1.4,Water,80,-50,-1.6,5.0
Air Slash,Hyper Fang,Flying,14,10,1.4,Normal,80,-50,-1.6,5.0
Iron Tail,Triple Axel,Steel,15,7,2.142857142857143,Ice,60,-33,-1.8181818181818181,5.0
Air Slash,Dragon Ascent,Flying,14,10,1.4,Flying,140,-50,-2.8,5.0
Air Slash,Natures Madness,Flying,14,10,1.4,Fairy,90,-50,-1.8,5.0
Psycho Cut,Sacred Sword,Psychic,5,8,0.625,Fighting,55,-33,-1.6666666666666667,5.0
Psycho Cut,V Create,Psychic,5,8,0.625,Fire,95,-33,-2.878787878787879,5.0
Psycho Cut,Weather Ball Normal,Psychic,5,8,0.625,Normal,55,-33,-1.6666666666666667,5.0
Psycho Cut,Psychic Fangs,Psychic,5,8,0.625,Psychic,30,-33,-0.9090909090909091,5.0
Psycho Cut,Icicle Spear,Psychic,5,8,0.625,Ice,60,-33,-1.8181818181818181,5.0
Psycho Cut,Brutal Swing,Psychic,5,8,0.625,Dark,65,-33,-1.9696969696969697,5.0
Psycho Cut,Obstruct,Psychic,5,8,0.625,Dark,20,-33,-0.6060606060606061,5.0
Psycho Cut,Breaking Swipe,Psychic,5,8,0.625,Dragon,35,-33,-1.0606060606060606,5.0
Psycho Cut,Double Iron Bash,Psychic,5,8,0.625,Steel,70,-33,-2.121212121212121,5.0
Psycho Cut,Myst Fire,Psychic,5,8,0.625,Fire,60,-33,-1.8181818181818181,5.0
Psycho Cut,Liquidation,Psychic,5,8,0.625,Water,70,-33,-2.121212121212121,5.0
Psycho Cut,Magma Storm,Psychic,5,8,0.625,Fire,75,-33,-2.272727272727273,5.0
Psycho Cut,Triple Axel,Psychic,5,8,0.625,Ice,60,-33,-1.8181818181818181,5.0
Psycho Cut,Spirit Shackle,Psychic,5,8,0.625,Ghost,70,-33,-2.121212121212121,5.0
Psycho Cut,Volt Tackle,Psychic,5,8,0.625,Electric,90,-33,-2.727272727272727,5.0
Rock Throw,Wrap,Rock,12,7,1.7142857142857142,Normal,60,-33,-1.8181818181818181,5.0
Rock Throw,Sludge,Rock,12,7,1.7142857142857142,Poison,50,-33,-1.5151515151515151,5.0
Rock Throw,Vice Grip,Rock,12,7,1.7142857142857142,Normal,35,-33,-1.0606060606060606,5.0
Rock Throw,Ice Punch,Rock,12,7,1.7142857142857142,Ice,50,-33,-1.5151515151515151,5.0
Rock Throw,Heart Stamp,Rock,12,7,1.7142857142857142,Psychic,40,-33,-1.2121212121212122,5.0
Rock Throw,Discharge,Rock,12,7,1.7142857142857142,Electric,65,-33,-1.9696969696969697,5.0
Rock Throw,Drill Peck,Rock,12,7,1.7142857142857142,Flying,65,-33,-1.9696969696969697,5.0
Rock Throw,Aerial Ace,Rock,12,7,1.7142857142857142,Flying,55,-33,-1.6666666666666667,5.0
Rock Throw,Poison Fang,Rock,12,7,1.7142857142857142,Poison,35,-33,-1.0606060606060606,5.0
Rock Throw,Night Slash,Rock,12,7,1.7142857142857142,Dark,50,-33,-1.5151515151515151,5.0
Rock Throw,Bubble Beam,Rock,12,7,1.7142857142857142,Water,45,-33,-1.3636363636363635,5.0
Rock Throw,Low Sweep,Rock,12,7,1.7142857142857142,Fighting,40,-33,-1.2121212121212122,5.0
Psycho Cut,Return,Psychic,5,8,0.625,Normal,35,-33,-1.0606060606060606,5.0
Rock Throw,Aqua Jet,Rock,12,7,1.7142857142857142,Water,45,-33,-1.3636363636363635,5.0
Psycho Cut,Frustration,Psychic,5,8,0.625,Normal,10,-33,-0.30303030303030304,5.0
Psycho Cut,Razor Shell,Psychic,5,8,0.625,Water,45,-33,-1.3636363636363635,5.0
Psycho Cut,X Scissor,Psychic,5,8,0.625,Bug,45,-33,-1.3636363636363635,5.0
Psycho Cut,Flame Charge,Psychic,5,8,0.625,Fire,70,-33,-2.121212121212121,5.0
Psycho Cut,Icy Wind,Psychic,5,8,0.625,Ice,60,-33,-1.8181818181818181,5.0
Psycho Cut,Fire Punch,Psychic,5,8,0.625,Fire,55,-33,-1.6666666666666667,5.0
Psycho Cut,Leaf Blade,Psychic,5,8,0.625,Grass,70,-33,-2.121212121212121,5.0
Psycho Cut,Brick Break,Psychic,5,8,0.625,Fighting,40,-33,-1.2121212121212122,5.0
Psycho Cut,Horn Attack,Psychic,5,8,0.625,Normal,40,-33,-1.2121212121212122,5.0
Psycho Cut,Body Slam,Psychic,5,8,0.625,Normal,50,-33,-1.5151515151515151,5.0
Psycho Cut,Rest,Psychic,5,8,0.625,Normal,50,-33,-1.5151515151515151,5.0
Psycho Cut,Wrap Green,Psychic,5,8,0.625,Normal,25,-33,-0.7575757575757576,5.0
Psycho Cut,Wrap Pink,Psychic,5,8,0.625,Normal,25,-33,-0.7575757575757576,5.0
Psycho Cut,Sand Tomb,Psychic,5,8,0.625,Ground,60,-33,-1.8181818181818181,5.0
Psycho Cut,Rock Blast,Psychic,5,8,0.625,Rock,50,-33,-1.5151515151515151,5.0
Psycho Cut,Silver Wind,Psychic,5,8,0.625,Bug,70,-33,-2.121212121212121,5.0
Psycho Cut,Crunch,Psychic,5,8,0.625,Dark,70,-33,-2.121212121212121,5.0
Psycho Cut,Doom Desire,Psychic,5,8,0.625,Steel,70,-33,-2.121212121212121,5.0
Psycho Cut,Weather Ball Fire,Psychic,5,8,0.625,Fire,55,-33,-1.6666666666666667,5.0
Psycho Cut,Weather Ball Ice,Psychic,5,8,0.625,Ice,55,-33,-1.6666666666666667,5.0
Psycho Cut,Weather Ball Rock,Psychic,5,8,0.625,Rock,55,-33,-1.6666666666666667,5.0
Psycho Cut,Weather Ball Water,Psychic,5,8,0.625,Water,55,-33,-1.6666666666666667,5.0
Psycho Cut,Lunge,Psychic,5,8,0.625,Bug,55,-33,-1.6666666666666667,5.0
Psycho Cut,Mirror Shot,Psychic,5,8,0.625,Steel,50,-33,-1.5151515151515151,5.0
Psycho Cut,Fell Stinger,Psychic,5,8,0.625,Bug,50,-33,-1.5151515151515151,5.0
Psycho Cut,Leaf Tornado,Psychic,5,8,0.625,Grass,45,-33,-1.3636363636363635,5.0
Psycho Cut,Drain Punch,Psychic,5,8,0.625,Fighting,50,-33,-1.5151515151515151,5.0
Psycho Cut,Muddy Water,Psychic,5,8,0.625,Water,50,-33,-1.5151515151515151,5.0
Psycho Cut,Blaze Kick,Psychic,5,8,0.625,Fire,45,-33,-1.3636363636363635,5.0
Psycho Cut,Power Up Punch,Psychic,5,8,0.625,Fighting,50,-33,-1.5151515151515151,5.0
Rock Throw,Aqua Tail,Rock,12,7,1.7142857142857142,Water,50,-33,-1.5151515151515151,5.0
Rock Throw,Seed Bomb,Rock,12,7,1.7142857142857142,Grass,55,-33,-1.6666666666666667,5.0
Rock Throw,Psyshock,Rock,12,7,1.7142857142857142,Psychic,65,-33,-1.9696969696969697,5.0
Rock Throw,Lunge,Rock,12,7,1.7142857142857142,Bug,55,-33,-1.6666666666666667,5.0
Rock Throw,Mirror Shot,Rock,12,7,1.7142857142857142,Steel,50,-33,-1.5151515151515151,5.0
Rock Throw,Fell Stinger,Rock,12,7,1.7142857142857142,Bug,50,-33,-1.5151515151515151,5.0
Rock Throw,Leaf Tornado,Rock,12,7,1.7142857142857142,Grass,45,-33,-1.3636363636363635,5.0
Rock Throw,Drain Punch,Rock,12,7,1.7142857142857142,Fighting,50,-33,-1.5151515151515151,5.0
Rock Throw,Muddy Water,Rock,12,7,1.7142857142857142,Water,50,-33,-1.5151515151515151,5.0
Rock Throw,Blaze Kick,Rock,12,7,1.7142857142857142,Fire,45,-33,-1.3636363636363635,5.0
Rock Throw,Razor Shell,Rock,12,7,1.7142857142857142,Water,45,-33,-1.3636363636363635,5.0
Rock Throw,Power Up Punch,Rock,12,7,1.7142857142857142,Fighting,50,-33,-1.5151515151515151,5.0
Rock Throw,Frustration,Rock,12,7,1.7142857142857142,Normal,10,-33,-0.30303030303030304,5.0
Rock Throw,Return,Rock,12,7,1.7142857142857142,Normal,35,-33,-1.0606060606060606,5.0
Rock Throw,Sacred Sword,Rock,12,7,1.7142857142857142,Fighting,55,-33,-1.6666666666666667,5.0
Rock Throw,V Create,Rock,12,7,1.7142857142857142,Fire,95,-33,-2.878787878787879,5.0
Rock Throw,Weather Ball Normal,Rock,12,7,1.7142857142857142,Normal,55,-33,-1.6666666666666667,5.0
Rock Throw,Psychic Fangs,Rock,12,7,1.7142857142857142,Psychic,30,-33,-0.9090909090909091,5.0
Rock Throw,Icicle Spear,Rock,12,7,1.7142857142857142,Ice,60,-33,-1.8181818181818181,5.0
Rock Throw,Brutal Swing,Rock,12,7,1.7142857142857142,Dark,65,-33,-1.9696969696969697,5.0
Rock Throw,Obstruct,Rock,12,7,1.7142857142857142,Dark,20,-33,-0.6060606060606061,5.0
Rock Throw,Breaking Swipe,Rock,12,7,1.7142857142857142,Dragon,35,-33,-1.0606060606060606,5.0
Air Slash,Darkest Lariat,Flying,14,10,1.4,Dark,80,-50,-1.6,5.0
Rock Throw,Double Iron Bash,Rock,12,7,1.7142857142857142,Steel,70,-33,-2.121212121212121,5.0
Rock Throw,Myst Fire,Rock,12,7,1.7142857142857142,Fire,60,-33,-1.8181818181818181,5.0
Rock Throw,Liquidation,Rock,12,7,1.7142857142857142,Water,70,-33,-2.121212121212121,5.0
Rock Throw,Magma Storm,Rock,12,7,1.7142857142857142,Fire,75,-33,-2.272727272727273,5.0
Air Slash,Scorching Sands,Flying,14,10,1.4,Ground,95,-50,-1.9,5.0
Air Slash,Trailblaze,Flying,14,10,1.4,Grass,65,-50,-1.3,5.0
Rock Throw,Triple Axel,Rock,12,7,1.7142857142857142,Ice,60,-33,-1.8181818181818181,5.0
Rock Throw,Weather Ball Water,Rock,12,7,1.7142857142857142,Water,55,-33,-1.6666666666666667,5.0
Rock Throw,Weather Ball Rock,Rock,12,7,1.7142857142857142,Rock,55,-33,-1.6666666666666667,5.0
Rock Throw,Weather Ball Ice,Rock,12,7,1.7142857142857142,Ice,55,-33,-1.6666666666666667,5.0
Rock Throw,Weather Ball Fire,Rock,12,7,1.7142857142857142,Fire,55,-33,-1.6666666666666667,5.0
Rock Throw,Ancient Power,Rock,12,7,1.7142857142857142,Rock,70,-33,-2.121212121212121,5.0
Rock Throw,Shadow Sneak,Rock,12,7,1.7142857142857142,Ghost,50,-33,-1.5151515151515151,5.0
Rock Throw,Shadow Punch,Rock,12,7,1.7142857142857142,Ghost,40,-33,-1.2121212121212122,5.0
Rock Throw,Ominous Wind,Rock,12,7,1.7142857142857142,Ghost,50,-33,-1.5151515151515151,5.0
Rock Throw,Magnet Bomb,Rock,12,7,1.7142857142857142,Steel,70,-33,-2.121212121212121,5.0
Rock Throw,Thunder Punch,Rock,12,7,1.7142857142857142,Electric,45,-33,-1.3636363636363635,5.0
Rock Throw,Twister,Rock,12,7,1.7142857142857142,Dragon,45,-33,-1.3636363636363635,5.0
Rock Throw,Dragon Claw,Rock,12,7,1.7142857142857142,Dragon,50,-33,-1.5151515151515151,5.0
Rock Throw,Disarming Voice,Rock,12,7,1.7142857142857142,Fairy,70,-33,-2.121212121212121,5.0
Rock Throw,Cross Poison,Rock,12,7,1.7142857142857142,Poison,40,-33,-1.2121212121212122,5.0
Rock Throw,Bone Club,Rock,12,7,1.7142857142857142,Ground,40,-33,-1.2121212121212122,5.0
Rock Throw,Mud Bomb,Rock,12,7,1.7142857142857142,Ground,55,-33,-1.6666666666666667,5.0
Rock Throw,X Scissor,Rock,12,7,1.7142857142857142,Bug,45,-33,-1.3636363636363635,5.0
Air Slash,Oblivion Wing,Flying,14,10,1.4,Flying,85,-50,-1.7,5.0
Rock Throw,Flame Charge,Rock,12,7,1.7142857142857142,Fire,70,-33,-2.121212121212121,5.0
Rock Throw,Fire Punch,Rock,12,7,1.7142857142857142,Fire,55,-33,-1.6666666666666667,5.0
Rock Throw,Leaf Blade,Rock,12,7,1.7142857142857142,Grass,70,-33,-2.121212121212121,5.0
Rock Throw,Brick Break,Rock,12,7,1.7142857142857142,Fighting,40,-33,-1.2121212121212122,5.0
Rock Throw,Horn Attack,Rock,12,7,1.7142857142857142,Normal,40,-33,-1.2121212121212122,5.0
Rock Throw,Body Slam,Rock,12,7,1.7142857142857142,Normal,50,-33,-1.5151515151515151,5.0
Rock Throw,Rest,Rock,12,7,1.7142857142857142,Normal,50,-33,-1.5151515151515151,5.0
Rock Throw,Wrap Green,Rock,12,7,1.7142857142857142,Normal,25,-33,-0.7575757575757576,5.0
Rock Throw,Wrap Pink,Rock,12,7,1.7142857142857142,Normal,25,-33,-0.7575757575757576,5.0
Rock Throw,Sand Tomb,Rock,12,7,1.7142857142857142,Ground,60,-33,-1.8181818181818181,5.0
Rock Throw,Rock Blast,Rock,12,7,1.7142857142857142,Rock,50,-33,-1.5151515151515151,5.0
Rock Throw,Silver Wind,Rock,12,7,1.7142857142857142,Bug,70,-33,-2.121212121212121,5.0
Rock Throw,Crunch,Rock,12,7,1.7142857142857142,Dark,70,-33,-2.121212121212121,5.0
Rock Throw,Doom Desire,Rock,12,7,1.7142857142857142,Steel,70,-33,-2.121212121212121,5.0
Rock Throw,Icy Wind,Rock,12,7,1.7142857142857142,Ice,60,-33,-1.8181818181818181,5.0
Iron Tail,Spirit Shackle,Steel,15,7,2.142857142857143,Ghost,70,-33,-2.121212121212121,5.0
Poison Jab,Magnet Bomb,Poison,10,7,1.4285714285714286,Steel,70,-33,-2.121212121212121,5.0
Quick Attack,Hyper Fang,Normal,8,10,0.8,Normal,80,-50,-1.6,5.0
Frost Breath,Sand Tomb,Ice,10,8,1.25,Ground,60,-33,-1.8181818181818181,5.0
Frost Breath,Rock Blast,Ice,10,8,1.25,Rock,50,-33,-1.5151515151515151,5.0
Frost Breath,Silver Wind,Ice,10,8,1.25,Bug,70,-33,-2.121212121212121,5.0
Take Down,Drill Run,Normal,8,10,0.8,Ground,80,-50,-1.6,5.0
Take Down,Ice Beam,Normal,8,10,0.8,Ice,90,-50,-1.8,5.0
Take Down,Psybeam,Normal,8,10,0.8,Psychic,70,-50,-1.4,5.0
Take Down,Cross Chop,Normal,8,10,0.8,Fighting,50,-50,-1.0,5.0
Frost Breath,Crunch,Ice,10,8,1.25,Dark,70,-33,-2.121212121212121,5.0
Take Down,Dig,Normal,8,10,0.8,Ground,100,-50,-2.0,5.0
Take Down,Flamethrower,Normal,8,10,0.8,Fire,70,-50,-1.4,5.0
Take Down,Flame Wheel,Normal,8,10,0.8,Fire,60,-50,-1.2,5.0
Frost Breath,Doom Desire,Ice,10,8,1.25,Steel,70,-33,-2.121212121212121,5.0
Take Down,Dark Pulse,Normal,8,10,0.8,Dark,80,-50,-1.6,5.0
Take Down,Mega Drain,Normal,8,10,0.8,Grass,25,-50,-0.5,5.0
Frost Breath,Weather Ball Fire,Ice,10,8,1.25,Fire,55,-33,-1.6666666666666667,5.0
Frost Breath,Weather Ball Rock,Ice,10,8,1.25,Rock,55,-33,-1.6666666666666667,5.0
Frost Breath,Weather Ball Water,Ice,10,8,1.25,Water,55,-33,-1.6666666666666667,5.0
Frost Breath,Lunge,Ice,10,8,1.25,Bug,55,-33,-1.6666666666666667,5.0
Frost Breath,Mirror Shot,Ice,10,8,1.25,Steel,50,-33,-1.5151515151515151,5.0
Frost Breath,Fell Stinger,Ice,10,8,1.25,Bug,50,-33,-1.5151515151515151,5.0
Frost Breath,Leaf Tornado,Ice,10,8,1.25,Grass,45,-33,-1.3636363636363635,5.0
Frost Breath,Drain Punch,Ice,10,8,1.25,Fighting,50,-33,-1.5151515151515151,5.0
Frost Breath,Muddy Water,Ice,10,8,1.25,Water,50,-33,-1.5151515151515151,5.0
Frost Breath,Blaze Kick,Ice,10,8,1.25,Fire,45,-33,-1.3636363636363635,5.0
Frost Breath,Razor Shell,Ice,10,8,1.25,Water,45,-33,-1.3636363636363635,5.0
Frost Breath,Power Up Punch,Ice,10,8,1.25,Fighting,50,-33,-1.5151515151515151,5.0
Frost Breath,Frustration,Ice,10,8,1.25,Normal,10,-33,-0.30303030303030304,5.0
Frost Breath,Return,Ice,10,8,1.25,Normal,35,-33,-1.0606060606060606,5.0
Frost Breath,Weather Ball Ice,Ice,10,8,1.25,Ice,55,-33,-1.6666666666666667,5.0
Take Down,Bug Buzz,Normal,8,10,0.8,Bug,100,-50,-2.0,5.0
Take Down,Submission,Normal,8,10,0.8,Fighting,60,-50,-1.2,5.0
Frost Breath,Wrap Pink,Ice,10,8,1.25,Normal,25,-33,-0.7575757575757576,5.0
Take Down,Signal Beam,Normal,8,10,0.8,Bug,75,-50,-1.5,5.0
Frost Breath,Dragon Claw,Ice,10,8,1.25,Dragon,50,-33,-1.5151515151515151,5.0
Frost Breath,Disarming Voice,Ice,10,8,1.25,Fairy,70,-33,-2.121212121212121,5.0
Take Down,Bulldoze,Normal,8,10,0.8,Ground,80,-50,-1.6,5.0
Take Down,Sludge Bomb,Normal,8,10,0.8,Poison,80,-50,-1.6,5.0
Frost Breath,Cross Poison,Ice,10,8,1.25,Poison,40,-33,-1.2121212121212122,5.0
Take Down,Play Rough,Normal,8,10,0.8,Fairy,90,-50,-1.8,5.0
Take Down,Dazzling Gleam,Normal,8,10,0.8,Fairy,100,-50,-2.0,5.0
Frost Breath,Bone Club,Ice,10,8,1.25,Ground,40,-33,-1.2121212121212122,5.0
Take Down,Draining Kiss,Normal,8,10,0.8,Fairy,60,-50,-1.2,5.0
Frost Breath,Mud Bomb,Ice,10,8,1.25,Ground,55,-33,-1.6666666666666667,5.0
Frost Breath,X Scissor,Ice,10,8,1.25,Bug,45,-33,-1.3636363636363635,5.0
Frost Breath,Flame Charge,Ice,10,8,1.25,Fire,70,-33,-2.121212121212121,5.0
Take Down,Dragon Pulse,Normal,8,10,0.8,Dragon,90,-50,-1.8,5.0
Take Down,Thunderbolt,Normal,8,10,0.8,Electric,80,-50,-1.6,5.0
Take Down,Parabolic Charge,Normal,8,10,0.8,Electric,65,-50,-1.3,5.0
Take Down,Iron Head,Normal,8,10,0.8,Steel,60,-50,-1.2,5.0
Frost Breath,Icy Wind,Ice,10,8,1.25,Ice,60,-33,-1.8181818181818181,5.0
Take Down,Shadow Ball,Normal,8,10,0.8,Ghost,100,-50,-2.0,5.0
Frost Breath,Fire Punch,Ice,10,8,1.25,Fire,55,-33,-1.6666666666666667,5.0
Frost Breath,Leaf Blade,Ice,10,8,1.25,Grass,70,-33,-2.121212121212121,5.0
Take Down,Power Gem,Normal,8,10,0.8,Rock,80,-50,-1.6,5.0
Frost Breath,Brick Break,Ice,10,8,1.25,Fighting,40,-33,-1.2121212121212122,5.0
Take Down,Rock Slide,Normal,8,10,0.8,Rock,80,-50,-1.6,5.0
Frost Breath,Horn Attack,Ice,10,8,1.25,Normal,40,-33,-1.2121212121212122,5.0
Take Down,Rock Tomb,Normal,8,10,0.8,Rock,70,-50,-1.4,5.0
Frost Breath,Body Slam,Ice,10,8,1.25,Normal,50,-33,-1.5151515151515151,5.0
Frost Breath,Rest,Ice,10,8,1.25,Normal,50,-33,-1.5151515151515151,5.0
Frost Breath,Wrap Green,Ice,10,8,1.25,Normal,25,-33,-0.7575757575757576,5.0
Frost Breath,Sacred Sword,Ice,10,8,1.25,Fighting,55,-33,-1.6666666666666667,5.0
Frost Breath,Twister,Ice,10,8,1.25,Dragon,45,-33,-1.3636363636363635,5.0
Frost Breath,V Create,Ice,10,8,1.25,Fire,95,-33,-2.878787878787879,5.0
Frost Breath,Psychic Fangs,Ice,10,8,1.25,Psychic,30,-33,-0.9090909090909091,5.0
Quick Attack,Sludge Bomb,Normal,8,10,0.8,Poison,80,-50,-1.6,5.0
Quick Attack,Bulldoze,Normal,8,10,0.8,Ground,80,-50,-1.6,5.0
Quick Attack,Signal Beam,Normal,8,10,0.8,Bug,75,-50,-1.5,5.0
Quick Attack,Flame Burst,Normal,8,10,0.8,Fire,70,-50,-1.4,5.0
Quick Attack,Brine,Normal,8,10,0.8,Water,60,-50,-1.2,5.0
Quick Attack,Water Pulse,Normal,8,10,0.8,Water,70,-50,-1.4,5.0
Quick Attack,Scald,Normal,8,10,0.8,Water,80,-50,-1.6,5.0
Quick Attack,Psychic,Normal,8,10,0.8,Psychic,90,-50,-1.8,5.0
Quick Attack,Psystrike,Normal,8,10,0.8,Psychic,90,-50,-1.8,5.0
Quick Attack,Power Whip,Normal,8,10,0.8,Grass,90,-50,-1.8,5.0
Quick Attack,Air Cutter,Normal,8,10,0.8,Flying,60,-50,-1.2,5.0
Quick Attack,Swift,Normal,8,10,0.8,Normal,60,-50,-1.2,5.0
Quick Attack,Stomp,Normal,8,10,0.8,Normal,55,-50,-1.1,5.0
Quick Attack,Play Rough,Normal,8,10,0.8,Fairy,90,-50,-1.8,5.0
Ice Shard,Power Gem,Ice,12,12,1.0,Rock,80,-50,-1.6,5.0
Quick Attack,Aurora Beam,Normal,8,10,0.8,Ice,80,-50,-1.6,5.0
Quick Attack,Wild Charge,Normal,8,10,0.8,Electric,90,-50,-1.8,5.0
Quick Attack,Avalanche,Normal,8,10,0.8,Ice,90,-50,-1.8,5.0
Quick Attack,Sky Attack,Normal,8,10,0.8,Flying,80,-50,-1.6,5.0
Quick Attack,Night Shade,Normal,8,10,0.8,Ghost,60,-50,-1.2,5.0
Quick Attack,Gyro Ball,Normal,8,10,0.8,Steel,80,-50,-1.6,5.0
Quick Attack,Heavy Slam,Normal,8,10,0.8,Steel,70,-50,-1.4,5.0
Quick Attack,Grass Knot,Normal,8,10,0.8,Grass,90,-50,-1.8,5.0
Fire Fang,Vice Grip,Fire,12,8,1.5,Normal,35,-33,-1.0606060606060606,5.0
Quick Attack,Mirror Coat,Normal,8,10,0.8,Psychic,60,-50,-1.2,5.0
Quick Attack,Outrage,Normal,8,10,0.8,Dragon,110,-50,-2.2,5.0
Quick Attack,Foul Play,Normal,8,10,0.8,Dark,70,-50,-1.4,5.0
Quick Attack,Surf,Normal,8,10,0.8,Water,65,-50,-1.3,5.0
Quick Attack,Dynamic Punch,Normal,8,10,0.8,Fighting,90,-50,-1.8,5.0
Quick Attack,Dazzling Gleam,Normal,8,10,0.8,Fairy,100,-50,-2.0,5.0
Quick Attack,Draining Kiss,Normal,8,10,0.8,Fairy,60,-50,-1.2,5.0
Quick Attack,Dragon Pulse,Normal,8,10,0.8,Dragon,90,-50,-1.8,5.0
Frost Breath,Icicle Spear,Ice,10,8,1.25,Ice,60,-33,-1.8181818181818181,5.0
Frost Breath,Brutal Swing,Ice,10,8,1.25,Dark,65,-33,-1.9696969696969697,5.0
Frost Breath,Obstruct,Ice,10,8,1.25,Dark,20,-33,-0.6060606060606061,5.0
Frost Breath,Breaking Swipe,Ice,10,8,1.25,Dragon,35,-33,-1.0606060606060606,5.0
Frost Breath,Double Iron Bash,Ice,10,8,1.25,Steel,70,-33,-2.121212121212121,5.0
Frost Breath,Myst Fire,Ice,10,8,1.25,Fire,60,-33,-1.8181818181818181,5.0
Frost Breath,Liquidation,Ice,10,8,1.25,Water,70,-33,-2.121212121212121,5.0
Frost Breath,Magma Storm,Ice,10,8,1.25,Fire,75,-33,-2.272727272727273,5.0
Frost Breath,Triple Axel,Ice,10,8,1.25,Ice,60,-33,-1.8181818181818181,5.0
Frost Breath,Spirit Shackle,Ice,10,8,1.25,Ghost,70,-33,-2.121212121212121,5.0
Frost Breath,Volt Tackle,Ice,10,8,1.25,Electric,90,-33,-2.727272727272727,5.0
Quick Attack,Dark Pulse,Normal,8,10,0.8,Dark,80,-50,-1.6,5.0
Quick Attack,Flame Wheel,Normal,8,10,0.8,Fire,60,-50,-1.2,5.0
Quick Attack,Flamethrower,Normal,8,10,0.8,Fire,70,-50,-1.4,5.0
Quick Attack,Dig,Normal,8,10,0.8,Ground,100,-50,-2.0,5.0
Quick Attack,Cross Chop,Normal,8,10,0.8,Fighting,50,-50,-1.0,5.0
Quick Attack,Psybeam,Normal,8,10,0.8,Psychic,70,-50,-1.4,5.0
Quick Attack,Ice Beam,Normal,8,10,0.8,Ice,90,-50,-1.8,5.0
Quick Attack,Drill Run,Normal,8,10,0.8,Ground,80,-50,-1.6,5.0
Quick Attack,Mega Drain,Normal,8,10,0.8,Grass,25,-50,-0.5,5.0
Quick Attack,Bug Buzz,Normal,8,10,0.8,Bug,100,-50,-2.0,5.0
Quick Attack,Submission,Normal,8,10,0.8,Fighting,60,-50,-1.2,5.0
Quick Attack,Rock Tomb,Normal,8,10,0.8,Rock,70,-50,-1.4,5.0
Quick Attack,Rock Slide,Normal,8,10,0.8,Rock,80,-50,-1.6,5.0
Quick Attack,Power Gem,Normal,8,10,0.8,Rock,80,-50,-1.6,5.0
Quick Attack,Shadow Ball,Normal,8,10,0.8,Ghost,100,-50,-2.0,5.0
Quick Attack,Iron Head,Normal,8,10,0.8,Steel,60,-50,-1.2,5.0
Quick Attack,Parabolic Charge,Normal,8,10,0.8,Electric,65,-50,-1.3,5.0
Quick Attack,Thunderbolt,Normal,8,10,0.8,Electric,80,-50,-1.6,5.0
Frost Breath,Weather Ball Normal,Ice,10,8,1.25,Normal,55,-33,-1.6666666666666667,5.0
Frost Breath,Thunder Punch,Ice,10,8,1.25,Electric,45,-33,-1.3636363636363635,5.0
Take Down,Flame Burst,Normal,8,10,0.8,Fire,70,-50,-1.4,5.0
Take Down,Brine,Normal,8,10,0.8,Water,60,-50,-1.2,5.0
Ice Shard,Night Shade,Ice,12,12,1.0,Ghost,60,-50,-1.2,5.0
Ice Shard,Gyro Ball,Ice,12,12,1.0,Steel,80,-50,-1.6,5.0
Ice Shard,Heavy Slam,Ice,12,12,1.0,Steel,70,-50,-1.4,5.0
Ice Shard,Grass Knot,Ice,12,12,1.0,Grass,90,-50,-1.8,5.0
Ice Shard,Energy Ball,Ice,12,12,1.0,Grass,90,-50,-1.8,5.0
Take Down,Shadow Bone,Normal,8,10,0.8,Ghost,80,-50,-1.6,5.0
Ice Shard,Mirror Coat,Ice,12,12,1.0,Psychic,60,-50,-1.2,5.0
Ice Shard,Outrage,Ice,12,12,1.0,Dragon,110,-50,-2.2,5.0
Ice Shard,Foul Play,Ice,12,12,1.0,Dark,70,-50,-1.4,5.0
Ice Shard,Rock Tomb,Ice,12,12,1.0,Rock,70,-50,-1.4,5.0
Ice Shard,Surf,Ice,12,12,1.0,Water,65,-50,-1.3,5.0
Ice Shard,Psycho Boost,Ice,12,12,1.0,Psychic,70,-50,-1.4,5.0
Ice Shard,Frenzy Plant,Ice,12,12,1.0,Grass,100,-50,-2.0,5.0
Ice Shard,Sky Attack,Ice,12,12,1.0,Flying,80,-50,-1.6,5.0
Ice Shard,Blast Burn,Ice,12,12,1.0,Fire,110,-50,-2.2,5.0
Ice Shard,Last Resort,Ice,12,12,1.0,Normal,90,-50,-1.8,5.0
Ice Shard,Meteor Mash,Ice,12,12,1.0,Steel,100,-50,-2.0,5.0
Ice Shard,Acid Spray,Ice,12,12,1.0,Poison,20,-50,-0.4,5.0
Ice Shard,Earth Power,Ice,12,12,1.0,Ground,100,-50,-2.0,5.0
Ice Shard,Crabhammer,Ice,12,12,1.0,Water,85,-50,-1.7,5.0
Ice Shard,Octazooka,Ice,12,12,1.0,Water,50,-50,-1.0,5.0
Ice Shard,Super Power,Ice,12,12,1.0,Fighting,85,-50,-1.7,5.0
Ice Shard,Shadow Bone,Ice,12,12,1.0,Ghost,80,-50,-1.6,5.0
